from,to,width
2255,211,0.00131912
2294,211,0.00810734
2338,211,0.0064399
2443,211,0.00256809
2488,211,0.0067414
2528,211,0.002514
2561,211,0.00254962
2797,211,0.0014728
2815,211,0.00891503
8,212,0.000601644
15,212,0.000843833
17,212,0.00154026
24,212,0.00067924
26,212,0.00625876
29,212,0.00157118
33,212,0.00238735
39,212,0.00126722
42,212,0.000722426
45,212,0.00162553
52,212,0.000902737
62,212,0.000779968
63,212,0.00408862
68,212,0.0014512
75,212,0.00181325
76,212,0.00181325
86,212,0.00180821
88,212,0.00208276
115,212,0.0967867
168,212,0.000307805
169,212,0.000502968
176,212,0.359852
182,212,0.0393537
184,212,0.0423661
186,212,0.0183698
192,212,2.988
193,212,0.0393537
198,212,0.00231828
199,212,0.00239816
200,212,0.00312319
201,212,0.00227474
206,212,0.148881
215,212,0.0761086
218,212,0.131486
224,212,0.314654
230,212,0.0662654
233,212,0.801421
237,212,0.115772
238,212,0.783299
248,212,0.492819
306,212,0.00407525
310,212,0.0172069
347,212,0.00042894
402,212,0.00187137
433,212,0.00105889
444,212,0.00181472
448,212,0.000629696
453,212,0.00210454
532,212,0.00100799
535,212,0.00172834
554,212,0.00103448
578,212,0.00152402
609,212,0.00184331
617,212,0.00034246
655,212,0.000909478
667,212,0.00143892
680,212,0.000786052
682,212,0.00118019
688,212,0.0016633
690,212,0.000285646
695,212,0.00068368
696,212,0.000953635
723,212,0.0511341
729,212,0.0027827
736,212,0.00368782
749,212,0.0278406
758,212,0.00128374
771,212,0.000782462
821,212,0.00820127
864,212,0.00241397
886,212,0.00428728
897,212,0.00390647
922,212,0.00608054
952,212,0.0040947
960,212,0.0720296
965,212,0.0043568
1004,212,0.148934
1039,212,0.00234367
1065,212,0.00167229
1085,212,0.00191073
1144,212,0.141468
1193,212,0.00202202
1250,212,0.0119791
1265,212,0.0347434
1269,212,0.0547064
1282,212,0.147329
1411,212,0.661526
1533,212,0.151013
1633,212,0.00236325
1648,212,0.105874
1659,212,0.00816253
1681,212,0.0693999
1816,212,0.000976885
1893,212,0.655882
1959,212,0.0323398
2001,212,0.0512467
2028,212,0.000644606
2063,212,0.00099985
2219,212,0.000707957
2255,212,0.00100072
2294,212,0.000636443
2325,212,0.00178255
2338,212,0.00273635
2488,212,0.000852612
817,214,0.0892531
3,215,0.0116663
4,215,0.0116663
8,215,0.00336711
11,215,0.0229771
15,215,0.0129266
17,215,0.00533889
24,215,0.0197129
26,215,0.0111308
27,215,0.0203058
29,215,0.00470985
33,215,0.00853279
39,215,0.00704946
42,215,0.00424028
43,215,0.782014
45,215,0.00487273
48,215,0.0254467
52,215,0.0039898
55,215,0.0097906
57,215,0.00266342
62,215,0.00457796
63,215,0.466317
64,215,0.10716
68,215,0.00807255
73,215,0.0011805
75,215,0.00879677
76,215,0.00879677
85,215,0.00133314
86,215,0.0118067
88,215,0.312474
115,215,0.0148864
121,215,0.018498
133,215,0.00978869
134,215,0.0104316
140,215,0.0913934
145,215,0.0117722
148,215,0.0255531
149,215,0.0376402
156,215,0.9782
168,215,0.00405281
169,215,0.00316782
170,215,0.151798
172,215,0.041206
173,215,0.0946142
174,215,0.0946741
176,215,0.00455974
182,215,0.0726013
184,215,0.0766869
185,215,0.110612
186,215,0.0048955
187,215,0.0902585
189,215,0.000508228
192,215,0.0484711
193,215,0.0726013
195,215,0.041853
198,215,0.0179572
199,215,0.0115274
200,215,0.0241854
201,215,0.0127257
202,215,0.00773324
203,215,0.00775364
206,215,0.00528756
210,215,0.250576
211,215,0.0714526
212,215,0.0257701
218,215,0.0256624
221,215,0.0146736
222,215,0.0167926
224,215,0.131449
225,215,0.0177135
230,215,0.00216567
233,215,0.0618197
236,215,0.016005
237,215,0.245294
238,215,0.0223004
240,215,0.0421583
241,215,0.00379739
242,215,0.00544514
247,215,0.0960455
248,215,0.429426
280,215,0.000507236
285,215,0.00109818
298,215,0.0072862
337,215,0.00628431
344,215,0.004575
347,215,0.00564736
402,215,0.0104701
408,215,0.0453719
417,215,0.00405086
419,215,0.0813944
425,215,0.307668
433,215,0.0230135
444,215,0.0101134
448,215,0.0505824
453,215,0.00630834
462,215,0.0862131
500,215,0.0053515
532,215,0.00529435
535,215,0.00961363
554,215,0.0059178
578,215,0.0045685
583,215,0.0045146
600,215,0.00119041
609,215,0.00552545
617,215,0.095752
635,215,0.33383
644,215,0.00142929
655,215,0.0070481
660,215,1.11678
667,215,0.00800429
670,215,0.0320955
680,215,0.00439896
682,215,0.00535646
685,215,0.302522
688,215,0.00498595
690,215,0.167916
695,215,0.00492832
696,215,0.00546506
723,215,0.0284933
729,215,0.0155656
731,215,0.020793
736,215,0.0206243
749,215,0.089442
758,215,0.00812563
771,215,0.0036128
776,215,0.00458303
777,215,0.024789
817,215,0.167845
821,215,0.00118533
827,215,0.0386168
864,215,0.00568643
886,215,0.010098
897,215,0.0209833
903,215,0.00147861
922,215,0.00819186
934,215,0.0101482
937,215,0.00146898
948,215,0.00138116
952,215,0.00972927
960,215,0.0274248
963,215,0.0586509
964,215,0.00129976
965,215,0.0383622
973,215,0.00397749
1004,215,0.0385411
1017,215,0.00503444
1020,215,0.00123698
1032,215,0.00162583
1039,215,0.0112656
1059,215,0.0586509
1065,215,0.0103041
1074,215,0.0586509
1081,215,0.00140282
1085,215,0.0132982
1094,215,0.00166441
1144,215,0.028509
1193,215,0.015664
1248,215,0.00454244
1250,215,0.381965
1265,215,0.096288
1269,215,0.0292859
1282,215,0.0296972
1332,215,0.0598072
1334,215,0.12934
1336,215,0.1151
1337,215,0.111197
1339,215,0.0612225
1354,215,0.0249995
1409,215,0.0105916
1411,215,0.0189374
1426,215,0.110043
1442,215,0.115519
1508,215,0.120047
1533,215,0.0350854
1551,215,0.0214235
1573,215,0.145983
1574,215,0.0659878
1633,215,0.0113597
1637,215,0.0420868
1659,215,0.131852
1666,215,0.00877536
1681,215,0.0272889
1682,215,0.0374296
1777,215,0.0206953
1794,215,0.149085
1816,215,0.517728
1833,215,0.0105205
1834,215,0.121261
1891,215,0.0293686
1893,215,0.0374562
1959,215,0.00347246
1962,215,0.0274646
2001,215,0.0617895
2028,215,0.0035864
2063,215,0.00867167
2219,215,0.00271928
2225,215,0.00555272
2255,215,0.00131912
2294,215,0.00371032
2338,215,0.0064399
2488,215,0.00112388
2797,215,0.0014728
3,218,0.0116663
4,218,0.0116663
8,218,0.00263014
11,218,0.0202227
15,218,0.00422479
17,218,0.00342254
24,218,0.0140753
26,218,0.0171101
27,218,0.0121884
29,218,0.0136301
33,218,0.0251043
34,218,0.00290138
35,218,0.0159637
39,218,0.0149208
42,218,0.00271649
45,218,0.0141013
48,218,0.0223965
52,218,0.0503098
53,218,0.00636703
62,218,0.00189782
63,218,0.020053
68,218,0.0170852
73,218,0.0109435
74,218,0.00551411
75,218,0.00402906
76,218,0.00402906
81,218,0.00221823
82,218,0.00221823
85,218,0.0132876
86,218,0.00401786
88,218,0.00462784
90,218,0.00224287
98,218,0.125926
113,218,0.0717319
115,218,0.0627693
148,218,0.00284051
166,218,0.00229653
167,218,0.00263598
168,218,0.0122938
169,218,0.00917585
173,218,0.0839897
174,218,0.0840428
182,218,0.00645786
184,218,0.407366
193,218,0.00645786
198,218,0.00515108
199,218,0.00532854
200,218,0.00693919
201,218,0.00505435
224,218,0.0115463
230,218,0.122698
233,218,1.01294
238,218,1.51601
248,218,1.05608
250,218,0.00249178
251,218,0.00201447
285,218,0.00794571
306,218,0.00407525
310,218,0.0172069
337,218,0.015037
344,218,0.0109483
347,218,0.0171279
402,218,0.0138165
408,218,0.0399381
417,218,0.0122102
433,218,0.00536454
444,218,0.00952964
448,218,0.000729644
453,218,0.0122431
462,218,0.312384
479,218,0.00426159
500,218,0.00278474
532,218,0.0156499
535,218,0.0203451
543,218,0.00531491
554,218,0.0175024
578,218,0.0123267
583,218,0.015938
600,218,0.0113572
609,218,0.0118062
617,218,0.00311691
644,218,0.0142453
655,218,0.0107451
657,218,0.00393747
666,218,0.0392318
667,218,0.0169409
680,218,0.00939818
682,218,0.0160408
688,218,0.0169255
690,218,0.00319045
695,218,0.016904
696,218,0.0406499
723,218,0.0580181
729,218,0.00760961
731,218,0.0183001
736,218,0.010084
740,218,0.0165574
742,218,0.000773151
758,218,0.00544006
771,218,0.00981467
817,218,0.0447266
821,218,0.00107244
827,218,0.00649101
862,218,0.10176
864,218,0.00536366
886,218,0.00952493
897,218,0.00867909
903,218,0.0137053
937,218,0.0136161
939,218,0.00396747
948,218,0.013766
952,218,0.000615852
956,218,0.0142478
957,218,0.00547196
960,218,0.00230257
964,218,0.0120484
965,218,0.00967933
973,218,0.00937631
1013,218,0.00692506
1017,218,0.00547127
1020,218,0.0114668
1032,218,0.0110479
1037,218,0.115606
1039,218,0.00520747
1065,218,0.00457352
1080,218,0.0230447
1081,218,0.0139817
1085,218,0.00424563
1091,218,0.079051
1094,218,0.0165869
1193,218,0.00449288
1269,218,0.0156786
1339,218,0.182545
1351,218,0.43781
1411,218,0.972767
1445,218,1.1941
1633,218,0.00525099
1648,218,0.467682
1659,218,0.0108518
1757,218,3.74808
1833,218,0.174615
1893,218,1.15769
1959,218,0.0736918
2001,218,0.0151272
2028,218,0.00856066
2031,218,0.00163824
2063,218,0.0206596
2219,218,0.00767224
2225,218,0.0123684
2255,218,0.00663779
2294,218,0.0106756
2325,218,0.00178255
2338,218,0.0181413
2488,218,0.00955295
2614,218,0.00757289
2712,218,0.00459031
2797,218,0.00410115
2815,218,0.0132488
2823,218,0.0378071
2825,218,0.034904
2828,218,0.0102863
8,220,0.000266381
15,220,0.000373614
17,220,0.000681979
24,220,0.00067924
26,220,0.00277154
29,220,0.000695669
33,220,0.00105706
39,220,0.00056108
42,220,0.000722426
45,220,0.000719731
52,220,0.000399695
62,220,0.000779968
68,220,0.00064254
75,220,0.00530999
76,220,0.00530999
86,220,0.000800623
88,220,0.000922193
119,220,0.0139231
145,220,0.0797779
149,220,0.0926842
168,220,0.000307805
169,220,0.000222691
182,220,0.0007964
193,220,0.0007964
195,220,0.103026
198,220,0.00678861
199,220,0.014766
200,220,0.0091449
201,220,0.0140065
202,220,0.310709
203,220,0.311516
210,220,0.0144906
218,220,0.000582268
221,220,4.05027
224,220,0.00495005
225,220,0.03173
230,220,0.00169105
233,220,0.017417
238,220,0.000619828
347,220,0.00042894
402,220,0.00082859
433,220,0.000468834
448,220,0.000629696
453,220,0.000931836
532,220,0.000446297
535,220,0.000765257
554,220,0.000458029
578,220,0.000674787
609,220,0.000816164
617,220,0.00034246
655,220,0.00040268
667,220,0.000637105
680,220,0.00034803
688,220,0.000736458
690,220,0.000285646
695,220,0.00068368
696,220,0.000422231
723,220,0.0239768
729,220,0.00123213
736,220,0.00163295
758,220,0.000568392
771,220,0.000346441
863,220,0.0229585
864,220,0.00106885
878,220,0.0495888
886,220,0.00189841
897,220,0.00172977
960,220,0.000458792
965,220,0.0019292
1039,220,0.00686292
1065,220,0.00489727
1085,220,0.015878
1193,220,0.00592123
1250,220,0.00516678
1265,220,0.00253646
1269,220,0.00066496
1368,220,0.487706
1409,220,0.388585
1574,220,0.0153492
1633,220,0.00104639
1659,220,0.000701158
1666,220,0.351853
1670,220,0.3476
1777,220,0.0310269
1794,220,0.0569799
1816,220,0.0064607
1893,220,0.000585038
1959,220,0.133254
2001,220,0.000611527
2028,220,0.000285403
2063,220,0.00099985
2219,220,0.000313453
2294,220,0.000281789
8,221,0.000266381
15,221,0.000373614
17,221,0.000681979
24,221,0.00067924
26,221,0.00277154
29,221,0.000695669
33,221,0.00105706
39,221,0.00056108
42,221,0.000722426
45,221,0.000719731
52,221,0.000399695
62,221,0.000779968
68,221,0.00064254
75,221,0.0334336
76,221,0.0334336
86,221,0.0198888
87,221,0.4555
88,221,0.000922193
115,221,0.00870256
117,221,0.0697168
119,221,0.100505
133,221,0.00131154
134,221,0.0489895
145,221,1.35131
149,221,0.564104
168,221,0.000307805
169,221,0.000222691
176,221,0.00960667
182,221,0.0202329
184,221,0.00649627
186,221,0.0102518
192,221,0.00994812
193,221,0.0202329
195,221,0.625353
198,221,0.00678861
199,221,0.0441959
200,221,0.0091449
201,221,0.0419259
206,221,0.0111396
212,221,0.00977362
218,221,0.0119666
224,221,0.00108303
225,221,0.196221
230,221,0.0347163
233,221,0.0261141
238,221,0.0127381
248,221,0.00834525
347,221,0.00042894
402,221,0.00082859
433,221,0.000468834
448,221,0.000629696
453,221,0.000931836
532,221,0.000446297
535,221,0.000765257
554,221,0.000458029
578,221,0.000674787
609,221,0.000816164
617,221,0.00034246
655,221,0.00040268
667,221,0.000637105
680,221,0.00034803
688,221,0.000736458
690,221,0.000285646
695,221,0.00068368
696,221,0.000422231
723,221,0.027861
729,221,0.00123213
736,221,0.00163295
758,221,0.000568392
771,221,0.000346441
817,221,0.00140074
821,221,0.00211126
863,221,0.601727
864,221,0.0385092
878,221,0.952336
886,221,0.00189841
897,221,0.00172977
922,221,0.00608054
952,221,0.00121242
960,221,0.00359808
965,221,0.0019292
1039,221,0.0431936
1065,221,0.00489727
1085,221,0.01983
1144,221,0.00871739
1193,221,0.0372762
1248,221,0.017203
1250,221,0.00507214
1265,221,0.0347434
1269,221,0.00925697
1282,221,0.00908108
1299,221,0.00752922
1301,221,0.00808901
1354,221,0.00948113
1411,221,0.00379483
1551,221,0.00812402
1633,221,0.00104639
1659,221,0.00816253
1681,221,0.00834397
1816,221,0.0406665
1829,221,0.00689316
1893,221,0.0213505
1959,221,0.0565429
2001,221,0.00572523
2028,221,0.000285403
2063,221,0.00099985
2219,221,0.000313453
2294,221,0.000281789
182,222,0.00528402
193,222,0.00528402
218,222,0.00386351
230,222,0.011217
238,222,0.00411269
1144,222,0.00429259
1265,222,0.0168209
1282,222,0.00447172
1681,222,0.00410867
1893,222,0.00388189
1959,222,0.0067218
3,224,0.050456
4,224,0.050456
8,224,0.00769018
11,224,0.0254004
15,224,0.0192385
16,224,0.0295252
17,224,0.0156033
24,224,0.0364871
26,224,0.0356382
27,224,0.0324694
29,224,0.0268242
33,224,0.0375023
35,224,0.0334943
37,224,0.0113014
38,224,0.00455129
39,224,0.0200732
42,224,0.00759926
45,224,0.0277507
48,224,0.0552215
52,224,0.08772
55,224,0.341049
56,224,0.00125159
57,224,0.00113453
62,224,0.0056724
63,224,0.0370361
68,224,0.0244466
73,224,0.0141579
75,224,0.0168846
76,224,0.0168846
85,224,0.0148607
86,224,0.0187198
88,224,0.0215594
90,224,0.0109993
98,224,0.324328
113,224,0.155128
115,224,0.171756
119,224,0.0034826
133,224,0.0244538
134,224,0.0260585
148,224,0.0131661
149,224,0.035317
167,224,0.0048321
168,224,0.0199713
169,224,0.0141282
182,224,0.0100886
184,224,0.557177
186,224,0.0749363
193,224,0.0100886
195,224,0.0392702
198,224,0.0243803
199,224,0.0248205
200,224,0.0328326
201,224,0.0253335
206,224,0.0747195
210,224,0.250576
215,224,0.226592
218,224,0.0334686
227,224,0.135025
230,224,0.0231214
233,224,1.05282
238,224,0.997901
248,224,0.689446
250,224,0.00249178
251,224,0.00201447
264,224,0.0032034
281,224,0.00472971
285,224,0.00794571
286,224,0.0106798
292,224,0.00160077
298,224,0.0136937
300,224,0.00192003
321,224,0.00717214
322,224,0.0069341
329,224,0.00367843
335,224,0.00544314
337,224,0.0436985
340,224,0.00539506
344,224,0.0177696
347,224,0.0278202
360,224,0.00299425
364,224,0.0175285
367,224,0.0205554
370,224,0.017346
371,224,0.0177614
386,224,0.0195122
402,224,0.0277026
408,224,0.0634147
417,224,0.0178471
419,224,0.0424816
421,224,0.00307753
433,224,0.0943727
444,224,0.0403063
448,224,0.00775164
453,224,0.0337543
462,224,0.302888
500,224,0.00414518
508,224,0.0873357
509,224,0.130717
532,224,0.0238125
535,224,0.0273681
554,224,0.0265449
578,224,0.0264196
583,224,0.0212333
600,224,0.0156722
609,224,0.188407
617,224,0.0188519
644,224,0.0159317
655,224,0.0215486
666,224,0.326995
667,224,0.02279
670,224,0.0320955
680,224,0.0193358
682,224,0.031403
688,224,0.030888
690,224,0.204372
695,224,0.0192
696,224,0.0487337
723,224,0.0551684
729,224,0.120253
731,224,0.0290759
736,224,0.0410414
740,224,0.0250709
749,224,0.247793
758,224,0.0180009
771,224,0.0157858
776,224,0.623567
817,224,0.294425
827,224,0.0564223
862,224,0.10176
863,224,0.00265175
864,224,0.0186156
886,224,0.0268922
897,224,0.0379836
903,224,0.0164811
922,224,0.00608054
937,224,0.0163739
939,224,0.00847099
948,224,0.0153957
952,224,0.0226077
960,224,0.066238
964,224,0.0144888
965,224,0.0300286
973,224,0.0112758
1004,224,0.0301081
1017,224,0.00787656
1020,224,0.0148348
1032,224,0.0129668
1037,224,0.115606
1039,224,0.0242571
1056,224,0.258934
1065,224,0.0175922
1081,224,0.0168221
1085,224,0.0197802
1094,224,0.0185503
1144,224,0.0371795
1193,224,0.0225218
1250,224,0.371156
1269,224,0.0191968
1282,224,0.0387283
1339,224,0.0612225
1411,224,1.06141
1445,224,0.0469866
1533,224,0.0359347
1574,224,0.130562
1633,224,0.0244596
1648,224,0.568604
1659,224,0.105017
1681,224,0.035589
1682,224,0.0342762
1728,224,0.713971
1816,224,0.592932
1833,224,0.237883
1893,224,0.953598
2001,224,0.00495909
2028,224,0.0111835
2031,224,0.00163824
2063,224,0.046347
2159,224,0.00489125
2219,224,0.0156819
2225,224,0.022792
2255,224,0.00811602
2294,224,0.0178742
2325,224,0.0129163
2338,224,0.0497152
2429,224,0.0176563
2443,224,0.00256809
2488,224,0.0177443
2528,224,0.002514
2561,224,0.00254962
2614,224,0.00520698
2635,224,0.017346
2644,224,0.00913332
2733,224,0.00931482
2797,224,0.0113889
2807,224,0.0148699
2815,224,0.0140583
2855,224,0.0181106
2868,224,0.00279101
3,225,0.050456
4,225,0.050456
8,225,0.00802519
11,225,0.0254004
15,225,0.0197078
16,225,0.0295252
17,225,0.0164603
24,225,0.0364871
26,225,0.0391139
27,225,0.0324694
29,225,0.0276974
33,225,0.0388277
35,225,0.0334943
37,225,0.0113014
38,225,0.00455129
39,225,0.0132613
42,225,0.00759926
45,225,0.0286541
48,225,0.0552215
52,225,0.0882186
56,225,0.00125159
57,225,0.00113453
62,225,0.0056724
63,225,0.0411095
68,225,0.0166488
73,225,0.0141579
74,225,0.0315397
75,225,0.211031
76,225,0.211031
81,225,0.0126977
82,225,0.0126977
85,225,0.0148607
86,225,0.210572
87,225,0.4555
88,225,0.0227175
90,225,0.0160904
98,225,0.324328
113,225,0.215795
115,225,0.119475
117,225,0.0697168
119,225,0.513699
133,225,0.0292562
134,225,0.0274526
145,225,0.0282456
148,225,0.0131661
149,225,0.0725754
167,225,0.0048321
168,225,0.0158482
169,225,0.0114236
173,225,0.0308785
174,225,0.0308981
176,225,0.0103331
177,225,0.000170985
182,225,0.0172167
184,225,0.56511
186,225,0.0941168
192,225,0.0107004
193,225,0.0172167
195,225,0.0806823
198,225,0.0314171
199,225,0.29887
200,225,0.0423036
201,225,0.28545
202,225,0.0572922
203,225,0.0574431
206,225,0.0119819
208,225,0.00591725
212,225,0.0105127
215,225,0.0761086
218,225,0.0173063
220,225,0.0126881
221,225,0.0724435
224,225,0.077125
227,225,0.135025
230,225,0.0266625
233,225,0.130933
237,225,0.115772
238,225,0.0184217
241,225,0.00898132
242,225,0.012877
248,225,0.0964707
250,225,0.00249178
251,225,0.00201447
264,225,0.0032034
281,225,0.00472971
285,225,0.00274809
286,225,0.0106798
292,225,0.00160077
298,225,0.0136937
300,225,0.00192003
306,225,0.00407525
310,225,0.0172069
321,225,0.00717214
322,225,0.0069341
329,225,0.00367843
335,225,0.00544314
337,225,0.0436985
340,225,0.00539506
344,225,0.0177696
347,225,0.0220784
360,225,0.00299425
364,225,0.0175285
367,225,0.0205554
370,225,0.017346
371,225,0.0177614
386,225,0.0195122
402,225,0.0287426
408,225,0.0634147
417,225,0.00902128
419,225,0.0424816
421,225,0.00307753
433,225,0.0949572
444,225,0.0421137
448,225,0.00775164
453,225,0.0349232
462,225,0.302888
500,225,0.00414518
508,225,0.0873357
509,225,0.130717
532,225,0.0183966
535,225,0.018083
554,225,0.0209882
578,225,0.0272667
583,225,0.0144415
600,225,0.0156722
609,225,0.189415
617,225,0.0188519
644,225,0.0159317
655,225,0.0220543
666,225,0.00266466
667,225,0.0150569
670,225,0.0320955
680,225,0.019773
682,225,0.0325795
688,225,0.031812
690,225,0.197561
695,225,0.0100387
696,225,0.0492625
723,225,0.0233382
729,225,0.121785
731,225,0.0290759
736,225,0.0430882
740,225,0.0250709
749,225,0.247793
758,225,0.018715
771,225,0.0162212
776,225,0.403971
817,225,0.429723
821,225,0.0188685
822,225,0.0610374
827,225,0.0564223
862,225,0.10176
863,225,0.796588
864,225,0.24374
878,225,1.25065
886,225,0.0292751
897,225,0.0401524
903,225,0.0164811
922,225,0.00608054
934,225,0.00584938
937,225,0.0163739
939,225,0.0311532
948,225,0.0153957
952,225,0.030046
957,225,0.0312989
960,225,0.0243652
963,225,0.0338409
964,225,0.0144888
965,225,0.0324494
973,225,0.0112758
1004,225,0.00730727
1017,225,0.00787656
1020,225,0.0197745
1032,225,0.0129668
1037,225,0.115606
1039,225,0.273052
1056,225,0.258934
1059,225,0.0338409
1065,225,0.184123
1074,225,0.0338409
1081,225,0.0168221
1085,225,0.171797
1094,225,0.0251939
1144,225,0.0219993
1179,225,0.00776249
1193,225,0.241364
1248,225,0.0185034
1250,225,0.36305
1265,225,0.00313824
1269,225,0.0251433
1282,225,0.0229165
1299,225,0.00986646
1301,225,0.0105999
1339,225,0.0612225
1353,225,0.0480715
1354,225,0.0101981
1358,225,0.142443
1368,225,0.108107
1409,225,0.0380218
1411,225,0.359624
1422,225,1.17503
1445,225,0.0469866
1533,225,0.0177564
1551,225,0.00873841
1574,225,0.0238663
1583,225,0.247943
1589,225,0.00847099
1633,225,0.233784
1648,225,0.105874
1659,225,0.00319864
1665,225,0.28073
1666,225,0.0649911
1670,225,0.124158
1681,225,0.0210575
1682,225,0.0342762
1728,225,0.713971
1742,225,0.0725613
1777,225,0.113661
1816,225,0.79207
1829,225,0.00903306
1833,225,0.237883
1891,225,0.0999248
1893,225,0.168406
1948,225,0.327839
1959,225,0.0556118
2001,225,0.0104358
2028,225,0.00771608
2031,225,0.00163824
2063,225,0.046347
2159,225,0.00489125
2219,225,0.0160758
2225,225,0.022792
2255,225,0.06694
2294,225,0.014453
2325,225,0.0146965
2338,225,0.052438
2429,225,0.0176563
2443,225,0.00256809
2488,225,0.0185954
2528,225,0.0476581
2561,225,0.00254962
2614,225,0.00520698
2635,225,0.017346
2644,225,0.00913332
2733,225,0.00931482
2797,225,0.0113889
2807,225,0.0148699
2815,225,0.0140583
2855,225,0.0181106
2868,225,0.00279101
52,227,0.0436719
86,227,0.00806811
88,227,0.00448721
115,227,0.00232142
133,227,0.00579447
134,227,0.0061751
185,227,0.00639192
192,227,0.00892588
198,227,0.00499455
200,227,0.00672834
210,227,0.00676488
211,227,0.00724375
212,227,0.0087693
215,227,0.300976
224,227,0.00231033
225,227,0.00170455
233,227,0.0197369
236,227,0.0120011
237,227,0.119608
240,227,0.122791
500,227,0.00399122
655,227,0.00195956
690,227,0.00148935
817,227,0.00618847
827,227,0.00425296
922,227,0.0134302
952,227,0.00535664
960,227,0.0189611
973,227,0.00296641
1017,227,0.00375474
1065,227,0.00386026
1193,227,0.00435635
1250,227,0.00627509
1354,227,0.00850685
1551,227,0.00728915
1659,227,0.0136404
1683,227,0.024559
1728,227,2.83469
1777,227,0.0206953
1781,227,0.0647247
1816,227,0.00509271
1959,227,0.0369141
2003,227,0.0711741
3,230,0.0116663
4,230,0.0116663
8,230,0.00263014
11,230,0.0202227
15,230,0.00339861
17,230,0.00342254
24,230,0.0140753
26,230,0.0171101
27,230,0.0121884
29,230,0.00632738
33,230,0.0140182
34,230,0.00290138
39,230,0.0123643
42,230,0.00271649
45,230,0.00654618
48,230,0.0223965
52,230,0.017044
55,230,0.0218277
57,230,0.00241811
62,230,0.00189782
63,230,0.020053
68,230,0.0141581
73,230,0.00504534
74,230,0.00551411
75,230,0.0115261
76,230,0.0115261
81,230,0.00221823
82,230,0.00221823
85,230,0.00662812
86,230,0.00401786
88,230,0.00462784
90,230,0.00497739
98,230,0.216865
104,230,0.0486817
113,230,0.118449
115,230,0.0560091
119,230,0.0106488
133,230,0.0105585
134,230,0.01034
148,230,0.0088304
168,230,0.00834008
169,230,0.00631468
170,230,0.0761893
171,230,0.105342
172,230,0.0162251
176,230,0.0039405
182,230,0.00893447
184,230,0.00141451
185,230,0.00564014
186,230,0.00223258
192,230,0.0040806
193,230,0.00893447
194,230,0.0126613
198,230,0.00515108
199,230,0.00988504
200,230,0.00693919
201,230,0.00937649
206,230,0.0045695
210,230,0.00720472
211,230,0.00639182
212,230,0.004009
215,230,0.00542312
218,230,0.0255951
224,230,0.00703026
225,230,0.00793692
227,230,0.0297972
233,230,0.127739
236,230,0.0181629
237,230,0.0152276
238,230,0.0272439
240,230,0.0185464
248,230,0.14692
250,230,0.00249178
251,230,0.00201447
285,230,0.00617882
306,230,0.00407525
310,230,0.0172069
337,230,0.015037
344,230,0.0109483
347,230,0.0116204
402,230,0.0177496
408,230,0.0399381
417,230,0.22161
433,230,0.0279255
444,230,0.00952964
448,230,0.000729644
453,230,0.00451923
462,230,0.00268924
479,230,0.00426159
500,230,0.00278474
532,230,0.00893226
535,230,0.01686
554,230,0.0106094
578,230,0.00524236
583,230,0.00830619
600,230,0.00865426
609,230,0.106303
617,230,0.00311691
644,230,0.00710601
655,230,0.00651743
666,230,0.00266466
667,230,0.0140385
680,230,0.00862898
682,230,0.00619836
688,230,0.00919691
690,230,0.00319045
695,230,0.00812398
696,230,0.0362303
723,230,0.0551139
729,230,0.097089
731,230,0.0183001
736,230,0.010084
740,230,0.00360295
742,230,0.000773151
749,230,0.0106909
758,230,0.00544006
771,230,0.00904901
776,230,0.0166834
817,230,0.050199
821,230,0.0166859
827,230,0.00942817
864,230,0.0115409
886,230,0.016277
893,230,0.0262994
897,230,0.0148321
903,230,0.0063191
922,230,0.0203249
934,230,0.0070427
937,230,0.00627798
939,230,0.0161503
948,230,0.00686682
952,230,0.0103761
956,230,0.0142478
957,230,0.00547196
960,230,0.0608959
964,230,0.00555491
965,230,0.0165408
973,230,0.00571265
1004,230,0.00339799
1013,230,0.00692506
1017,230,0.00547127
1019,230,0.0347826
1020,230,0.00528669
1032,230,0.00292373
1037,230,0.115606
1039,230,0.00966049
1056,230,0.0270636
1065,230,0.00999868
1080,230,0.0230447
1081,230,0.00697446
1085,230,0.00424563
1091,230,0.079051
1094,230,0.00827457
1144,230,0.149355
1193,230,0.00833509
1248,230,0.00329219
1250,230,0.470023
1265,230,0.0187701
1269,230,0.0177446
1282,230,0.0296193
1299,230,0.00156974
1301,230,0.00168648
1354,230,0.00388899
1411,230,0.00622242
1533,230,0.0121431
1551,230,0.0033322
1574,230,0.00524384
1633,230,0.00974119
1659,230,0.0133457
1681,230,0.176363
1682,230,0.00319306
1683,230,0.0216728
1758,230,0.799556
1760,230,2.21199
1816,230,0.00419418
1829,230,0.00143709
1833,230,0.00149278
1893,230,0.184535
1962,230,0.0138792
2001,230,0.0170273
2028,230,0.00725952
2031,230,0.00163824
2063,230,0.0123786
2219,230,0.00507362
2225,230,0.0123684
2255,230,0.00663779
2294,230,0.00705549
2325,230,0.00178255
2338,230,0.0181413
2488,230,0.00393702
2614,230,0.00757289
2712,230,0.00459031
2797,230,0.00410115
2815,230,0.0100959
2823,230,0.0378071
2825,230,0.034904
2828,230,0.00743006
3,233,0.050456
4,233,0.050456
8,233,0.00152482
11,233,0.0254004
15,233,0.00163633
17,233,0.00580858
24,233,0.0133793
29,233,0.0099617
